,URL,Text,Media,Label
0,https://entertainment.kompas.com/read/2023/11/02/174844666/mengapa-kak-ros-selalu-galak-di-serial-upin-dan-ipin,"KOMPAS.com - Nur Roselia binti Abdul Salam atau yang biasa dipanggil dengan Ros merupakan kakak kandung dari dua saudara kembar Upin dan Ipin.
Biasanya, Ros selalu mengenakan kemeja lengan panjang berwarna merah muda dan sebuah celana panjang yang menjadi identitas khasnya dalam serial tersebut.
Semenjak awal dikenalkannya karakter itu, Ros telah memiliki sifat temperamental dan suka memarahi Upin dan Ipin ketika mereka melakukan sesuatu hal yang nakal.
Baca juga: Siapa Pencipta Karakter Upin dan Ipin?
Ia tegas terhadap kedua adiknya. Bahkan, Ros sering terlihat mencubit Upin dan Ipin jika mereka ketahuan melakukan perbuatan nakal yang kelewat batas.
Terkadang, sikap tegasnya itu kemudian ditegur oleh Opah di mana ia memiliki sifat yang lebih sabar dalam menghadapi kedua cucu kembarnya tersebut.
Meski Ros sering terlihat memarahi kedua adiknya, tetapi ia tetap menyayangi Upin dan Ipin sebagai seorang saudara kandung.
Baca juga: Kenapa Upin dan Ipin Botak? 
Di dalam salah satu episode, Ros sempat menyatakan ketegasannya itu sengaja ia tujukan agar Upin dan Ipin bisa belajar mandiri dan bertanggung jawab.
Upin dan Ipin telah menjadi anak Yatim Piatu semenjak mereka kecil. Berkat itu, Ros ingin menjadikan kedua adiknya sebagai pribadi yang tak gampang bergantung terhadap orang lain.
Selain itu dalam salah satu episode yang berjudul “Kak Ros Sayang Kak Ros Garang”, ia terlihat memperhatikan kedua adiknya sesaat mereka tengah sakit.
Baca juga: Siapa Pengisi Suara Upin dan Ipin?
Ros memang lebih sering diceritakan sebagai sesosok kakak galak yang selalu memarahi kedua adik-adiknya.
Kendatipun, sifatnya yang seperti itu menjadi cara Ros dalam mengekspresikan perasaan sayangnya terhadap para adik kandungnya.
Nyatanya, masih banyak scene Ros sering terlihat memperhatikan Upin dan Ipin sewaktu mereka kesulitan mengerjakan pekerjaan rumah, terkena musibah, sakit, hingga berbagai hal lainnya.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.",Kompas,hiburan
1,https://entertainment.kompas.com/read/2023/11/01/190843166/profil-dhea-salsabila-istri-pemain-sinetron-sidik-eduard,"KOMPAS.com - Dhea Salsabila adalah istri dari pemain sinetron Tanah Air, Sidik Eduard.
Informasi akan dhea sendiri masih belum banyak diketahui mengingat wanita tersebut jarang mengekspos kehidupan pribadinya di media sosial.
Dulunya, Dhea memulai kariernya sebagai seorang wanita yang berprofesi sebagai pelayan di salah satu coffee shop.
Baca juga: Sidik Eduard Ungkap Perbedaan Rasa Bahagia Saat Punya Uang Hasil Jual Cilok Dibanding Jutaan Rupiah Honor Aktor
Meski begitu, Eduard tetap naksir dengan wanita satu ini. Keduanya pun menikah pada 2019 lalu dan telah dikaruniai dua buah hati hingga saat ini.
Dhea juga sering membagikan momen bersama kedua anaknya yang bernama Raisya Hafifa E dan Aqila Anindita dalam akun Instagram miliknya @dheybill.
Setelah menikah dengan Eduard, Dhea mulai menjadi seorang model make up. Ia kerap membagikan aktivitasnya itu dalam akun Instagram-nya.
Baca juga: Pernah Tak Punya Uang untuk Bawa Anak ke Rumah Sakit, Sidik Eduard: Ngerasa Gagal jadi Bapak
Selain model make up, wanita ini juga menjadi model kerudung di mana Dhea sering terlihat melakukan sesi photoshoot dengan kerudung-kerudung miliknya.
Tak hanya berprofesi sebagai model, Dhea juga memiliki sebuah bisnis FnB yang bernama Sekedipapap Krenyes.
Bisnis tersebut Dhea tampilkan melalui bio Instagram miliknya. Ia juga kerap menjual berbagai makanan-makanan ringan di dalamnya.
Baca juga: Sepi Job, Sidik Eduard: Sekarang Punya Pengalaman tapi Enggak Punya Followers Buat Apa?
Sebagai informasi, nama Dhea Salsabila kerap menjadi perbincangan warganet berkat keikutsertaannya dalam berjualan cilok di pinggir jalan bersama Eduard.
Hal tersebut kemudian menuai berbagai komentar positif dari para netizen, Dhea bahkan sempat diundang menuju berbagai acara televisi berkat usahanya itu.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.",Kompas,hiburan
2,https://entertainment.kompas.com/read/2023/11/02/151806566/siapa-itu-hatsune-miku,"KOMPAS.com - Hatsune Miku merupakan sebuah karakter yang terdapat dalam mesin Vocaloid 2.
Ia pertama kali dikembangkan oleh Crypton Future Media, Inc. dengan kode nama CV01 yang dikeluarkan pada Agustus 2007.
Melansir dari laman resmi Crypton, Miku merupakan synthesizer suara nyanyian yang telah ditampilkan dalam 100.000 lebih lagu yang sempat dirilis di seluruh dunia.
Baca juga: Lirik Lagu Aishite Aishite Aishite dari Kikou feat. Hatsune Miku
Ia bahkan memiliki sebuah biodata lengkap layaknya manusia sungguhan, yang meliputi usia, tanggal lahir, tinggi badan, dan berbagai hal personal lainnya.
Nama Hatsune Miku sendiri memiliki arti ”Suara Dari Masa Depan”, sedangkan kode nama CV01 berarti “Suara Karakter 01”.
Semasa awal dikeluarkannya, synthesizer tersebut mendapatkan berbagai sambutan hangat dari para penggemar.
Baca juga: Lirik Lagu Patchwork Staccato dari Toa feat. Hatsune Miku
Hatsune Miku kemudian mulai menjadi selebriti dunia maya yang dibangun secara kolaboratif dengan berbagai komunitas yang berkembang melalui platform digital.
Berkat peran budaya di sekitarnya yang terus mendorong komunitas untuk memproduksi dan berbagi konten terkait Miku, kini karakter tersebut kerap disebut sebagai salah satu ikon yang dikenal luas secara global.
Melihat potensi dan kepopularitasan Miku yang semakin meningkat, Crypton kemudian mulai terjun secara langsung dalam menangani berbagai hal terkait promosi produk synthesizer-nya ini.
Baca juga: Lirik Lagu Ghost Rule dari DECO*27 Feat. Hatsune Miku
Hal tersebut membuat nama Miku terus melonjak drastis, sampai-sampai membuat karakter itu memiliki lebih dari 900.000 penggemar yang tersebar luas di Facebook.
Bahkan berkat kepopularitasannya itu, hingga sejauh ini telah terdapat 100.000 lagu, 170.000 video YouTube, serta 1.000.000 karya seni dengan nama Hatsune Miku sebagai sorotan utamanya.
Karakter tersebut juga sempat melakukan konser 3D di berbagai negara meliputi Los Angeles, Taipei, Hong Kong, Singapura, dan juga Tokyo dengan penjualan tiket yang langsung terjual habis di seluruh dunia.
Selain itu, Miku juga pernah melakukan sejumlah kolaborasi dengan beberapa perusahaan-perusahaan raksasa seperti SEGA, Toyota USA, Google, dsb.
 
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.",Kompas,hiburan
3,https://entertainment.kompas.com/read/2023/10/30/163729866/siapa-saja-anggota-bajak-laut-rocks-di-one-piece,"KOMPAS.com - Dalam waralaba One Piece, Bajak Laut Rocks merupakan kru bajak laut legendaris yang sempat mengarungi Grand Line di masanya.
Kru tersebut dikomandoi oleh seorang bajak laut bernama Rocks D Xebec dan dianggap sebagai kru bajak laut paling berbahaya dan terkuat di waktu itu.
Bahkan, mereka telah menguasai lautan sebelum kemunculan Gol D Roger dan para krunya hingga kekalahan Rocks pada 38 tahun lalu.
Baca juga: Apa Saja Kekuatan Bartholomew Kuma di One Piece?
Kru milik Gol D Roger sampai-sampai harus bergabung dengan pasukan Monkey D Garp agar dapat mengalahkan kekuatan tempur milik Rocks.
Rocks memang diceritakan sebagai kru bajak laut yang sangat kuat dengan potensi luar biasa. Mereka juga dianggap sebagai sebuah ancaman bagi seluruh dunia pada saat itu.
Kru bajak laut ini didirikan oleh sekelompok perompak berbahaya yang berkumpul di Hachinosu. Mulanya, mereka ingin mencari ketenaran dan kekayaan yang kemudian mengarah pada pembentukan kru Rocks.
Baca juga: Harga Tiket One Piece Exhibition Jakarta
Para kru bajak laut ini juga dikabarkan sangat kejam, ganas, serta akan membunuh siapapun itu sekalipun teman maupun lawan.
Selain itu, seorang perompak legenda bernama Silver Axe (Ginbu) juga dirumorkan pernah menjadi anggota kru ini.
Melansir dari laman One Piece Fandom, para kru dari bajak laut Rocks meliputi nama-nama seperti:

Rocks D. Xebec
Edward Newgate
Charlotte Linlin
Kaidou
Silver Axe
Shiki
John
Buckingham Stussy
Gloriosa
Streusen
Ochoku
Prometheus
Napoleon

Setelah berhasil dikalahkan oleh Gol D Roger, Rocks kemudian dibubarkan.
Setelahnya, para mantan anggota kru yang meliputi Edward Newgate, Charlotte Linlin, serta Kaidou membentuk sebuah kru mereka sendiri.
Baca juga: Penjelasan Lengkap Buah Iblis Tipe Zoan di One Piece
Namun, kru tersebut tak bertahan lama hingga kejatuhan masing-masing dari anggotanya.
Newgate dibunuh oleh Marshall D. Teach, Kaidou dikalahkan oleh Monkey D Luffy, dan Linlin dikalahkan oleh Eustass Kid dan Trafalgar D Water Law. 
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.",Kompas,hiburan
4,https://entertainment.kompas.com/read/2023/11/01/070240466/5-fakta-menarik-tentang-lagu-you-and-me-dari-jennie-blackpink,"JAKARTA, KOMPAS.com – Lagu “You and Me” milik Jennie ini baru dirilis secara official pada Jumat, (6/10/23).
Walaupun tidak merilis musik video di lagu “You and Me”, tetapi anggota BLACKPINK yang memiliki nama lengkap Kim Jennie, merilis penampilan tarinya pada kanal Youtube BLACKPINK.
Kembalinya Jennie sebagai penyanyi solo memang telah dinanti 4 tahun lamanya. Terhitung dari saat Jennie debut menjadi penyanyi solo dengan lagu yang berjudul “Solo”.
Berikut ini telah dirangkum fakta-fakta menarik mengenai lagu “You and Me” milik Jennie.
Baca juga: Jennie BLACKPINK, Yoo Jae Suk, Lee Jung Ha, dan Cha Tae Hyun Akan Bintangi Variety Show Apartment 404
1. Pencipta lagu “You and Me” 
Lagu Jennie yang berjudul “You and Me” diciptakan oleh Teddy Park.
Bukan pertama kalinya, Teddy berperan di balik kesuksesan lagu BLACKPINK. Dia juga membantu member BLACKPINK ketika debut sebagai penyanyi solo, termasuk saat debut Jennie.
Teddy Park yang merupakan mantan pemimpin sekaligus rapper dalam grup 1TYM telah berperan menjadi penulis lagunya “Solo” Jennie pada tahun 2019.
2. Telah direkam sejak 3 sampai 4 tahun lalu
Melalui kanal Youtube Jennierubyjane official pada (26/01/23), Jennie menceritakan lagu “You and Me” telah dia rekam sejak 3 sampai 4 tahun lalu.",Kompas,hiburan
5,https://entertainment.kompas.com/read/2023/11/02/152032466/sinopsis-finestkind-film-drama-thriller-terbaru-jenna-ortega,"KOMPAS.com - Finestkind, film bergenre drama-thriller tersebut direncanakan tayang pada 15 Desember 2023 mendatang di Paramount+.
Film ini diisi oleh berbagai pemeran bertabur bintang seperti Jenna Ortega, Tomy Lee Jones, Ben Foster, hingga Toby Wallace.
Berdasarkan sinopsis resminya, Finestkind akan menceritakan kisah tentang sesosok ayah yang tidak selalu bisa menjadi teladan bagi para anak-anaknya.
Baca juga: Daftar Pemain dan Sinopsis Serial Dua Wajah Arjuna 
Sepasang saudara yang dibesarkan dengan cara berbeda dipertemukan kembali sebagai orang dewasa selama musim panas tiba.
Tak disangka, mereka berdua malah terjerumus menuju salah satu sindikat kejahatan yang terdapat di Kota Boston, Massachusetts.
Keikutsertaan mereka tersebut berhasil mengundang berbagai marabahaya terhadap orang-orang terdekatnya, tak terkecuali bagi sang ayah dan seorang gadis muda yang pada saat itu sedang menjadi pacar dari salah satu saudara.
Baca juga: Sinopsis Film Fury, Perjuangan Brad Pitt Melawan Tentara NAZI
Pengorbanan pun harus dilakukan berkat peristiwa itu, menguji sebuah ikatan yang dimiliki oleh sepasang saudara, teman, kekasih, hingga ayah dan putranya.
Penonton juga dapat melihat trailer resmi dari film Finestkind melalui video YouTube yang telah diunggah oleh akun Paramount+ sejak (23/20/2023) lalu. 
Trailer berdurasi dua menit tersebut menampilkan para pemeran utama film yang tengah terjerat dengan urusan hidup dan mati dengan sebuah geng berbahaya yang mengancam nyawa mereka.
Baca juga: Sinopsis Film Bleeding Steel, Pertarungan Jackie Chan untuk Selamatkan Anaknya
Diketahui, Ben Foster dan Toby Wallace akan mengambil peran utama dalam film ini sebagai sepasang saudara yang bernama Tom dan Charlie.
Nama Tommy Lee Jones juga akan berperan sebagai Ray Elridge, ayah dari Tom dan Charlie. Sedangkan Jenna Ortega akan berperan sebagai Mabel, pacar dari Charlie.
Selain sejumlah aktor tersebut, terdapat pula berbagai nama lainnya seperti Ismael Cruz Cordova, Tim Daly, Clayne Crawford, Aaron Stanford, hingga Scotty Tovar.
 
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.",Kompas,hiburan
6,https://entertainment.kompas.com/read/2023/10/30/163729866/siapa-saja-anggota-bajak-laut-rocks-di-one-piece,"KOMPAS.com - Dalam waralaba One Piece, Bajak Laut Rocks merupakan kru bajak laut legendaris yang sempat mengarungi Grand Line di masanya.
Kru tersebut dikomandoi oleh seorang bajak laut bernama Rocks D Xebec dan dianggap sebagai kru bajak laut paling berbahaya dan terkuat di waktu itu.
Bahkan, mereka telah menguasai lautan sebelum kemunculan Gol D Roger dan para krunya hingga kekalahan Rocks pada 38 tahun lalu.
Baca juga: Apa Saja Kekuatan Bartholomew Kuma di One Piece?
Kru milik Gol D Roger sampai-sampai harus bergabung dengan pasukan Monkey D Garp agar dapat mengalahkan kekuatan tempur milik Rocks.
Rocks memang diceritakan sebagai kru bajak laut yang sangat kuat dengan potensi luar biasa. Mereka juga dianggap sebagai sebuah ancaman bagi seluruh dunia pada saat itu.
Kru bajak laut ini didirikan oleh sekelompok perompak berbahaya yang berkumpul di Hachinosu. Mulanya, mereka ingin mencari ketenaran dan kekayaan yang kemudian mengarah pada pembentukan kru Rocks.
Baca juga: Harga Tiket One Piece Exhibition Jakarta
Para kru bajak laut ini juga dikabarkan sangat kejam, ganas, serta akan membunuh siapapun itu sekalipun teman maupun lawan.
Selain itu, seorang perompak legenda bernama Silver Axe (Ginbu) juga dirumorkan pernah menjadi anggota kru ini.
Melansir dari laman One Piece Fandom, para kru dari bajak laut Rocks meliputi nama-nama seperti:

Rocks D. Xebec
Edward Newgate
Charlotte Linlin
Kaidou
Silver Axe
Shiki
John
Buckingham Stussy
Gloriosa
Streusen
Ochoku
Prometheus
Napoleon

Setelah berhasil dikalahkan oleh Gol D Roger, Rocks kemudian dibubarkan.
Setelahnya, para mantan anggota kru yang meliputi Edward Newgate, Charlotte Linlin, serta Kaidou membentuk sebuah kru mereka sendiri.
Baca juga: Penjelasan Lengkap Buah Iblis Tipe Zoan di One Piece
Namun, kru tersebut tak bertahan lama hingga kejatuhan masing-masing dari anggotanya.
Newgate dibunuh oleh Marshall D. Teach, Kaidou dikalahkan oleh Monkey D Luffy, dan Linlin dikalahkan oleh Eustass Kid dan Trafalgar D Water Law. 
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.",Kompas,hiburan
7,https://entertainment.kompas.com/read/2023/10/27/225539966/mengapa-boruto-dibenci-penggemar-naruto,"KOMPAS.com - Boruto Uzumaki merupakan tokoh utama yang terdapat dalam serial manga dan anime Boruto: Naruto Next Generations karya Masashi Kishimoto.
Serial Boruto menjadi kelanjutan kisah dari waralaba populer Naruto yang telah menyelesaikan seluruh alur ceritanya pada 2014 lalu.
Boruto merupakan anak pertama dari Naruto Uzumaki. Ia diceritakan sebagai sesosok anak yang nakal, suka mengganggu pekerjaan ayahnya, hingga tak menyukai pelajaran di Akademi Ninja tempat di mana ia bersekolah.
Baca juga: Sinopsis Kagurabachi, Manga Populer Baru yang Berhasil Lewati Chainsaw Man dan Boruto
Namun, tak seperti Naruto yang memiliki beribu-ribu basis penggemar setia, nyatanya hal itu berbanding terbalik dengan apa yang terjadi dengan Boruto.
Tokoh Boruto sendiri tak disukai oleh para penggemar bahkan semenjak debut pertamanya dalam film Boruto: Naruto The Movie yang tayang pada 2015 lalu.
Lantas, apa yang menyebabkan Boruto begitu tak disukai oleh para penggemar dan apa perbedaannya dengan Naruto? Berikut penjelasannya.
Masa kecil yang berbeda
Semua penggemar tahu jika Naruto Uzumaki merupakan seorang karakter yang sangat menyedihkan di masa kecilnya. Naruto dikucilkan, dibenci, hingga dijauhi oleh para warga Desa Konoha berkat sesosok Kyubi (Kurama) yang bersarang di tubuhnya.
Akan tetapi, Naruto terus memperjuangkan keinginannya dalam menjadi seorang Hokage dan mendapatkan pengakuan dari warga desa. Hal tersebut sangatlah berbeda dengan masa kecil Boruto yang telah mendapatkan citra yang baik berkat sosok ayahnya.
Baca juga: Kenapa Boruto Anak Naruto Dibenci 5 Desa Ninja?
Keadaan itu diperparah dengan kelakuan Boruto sesaat ia tengah melakukan kecurangan dalam Ujian Chunin. Boruto ketahuan menggunakan alat ilmiah yang diberikan Katasuke, yang membuatnya memiliki berbagai kemampuan kuat berkat alat ninja itu.
Kejadian itu kemudian sangat disayangkan oleh para penggemar mengingat Naruto memiliki latar belakang yang berbeda. Ia bahkan harus melewati berbagai rintangan dan jerih payah dalam mendapatkan kekuatan semasa kecilnya dahulu, tak seperti Boruto.",Kompas,hiburan
8,https://entertainment.kompas.com/read/2023/10/30/162019666/siapa-dagon-dan-apa-saja-kekuatannya-di-jujutsu-kaisen,"KOMPAS.com - Dagon merupakan salah satu karakter yang terdapat dalam serial Jujutsu Kaisen.
Roh Terkutuk itu tergabung dalam aliansi Suguru Geto, bersamaan dengan kutukan-kutukan lainnya seperti Jogo, Hinami, hingga Mahito.
Kekuatan Dagon juga dapat disejajarkan dengan para rekan kutukannya. Ia terlahir berkat rasa takut terhadap bencana alam yang memiliki hubungan dengan air.
Baca juga: Jujutsu Kaisen Season 2 Melempem, Tempati Urutan Ke-5 dalam Best Anime of the Season
Dalam musim pertama Jujutsu Kaisen, Dagon tak memiliki pengenalan karakter yang cukup layak.
Hal tersebut membuat identitas dan kemampuannya tak banyak diketahui, terlebih lagi bagi para penggemar yang hanya mengikuti animenya.
Lantas, apa saja kekuatan yang dimiliki oleh Dagon dalam cerita Jujutsu Kaisen? Berikut pemaparannya.
Cakrawala Skandha
Meski Dagon tak terlalu memperlihatkan kekuatannya sewaktu masih menjadi rahim terkutuk, tetapi kutukan itu telah menguasai sebuah teknik yang berupa ekspansi domain.
Teknik yang ia namai sebagai Cakrawala Skandha (Tau’un Heisen) tersebut dapat dilihat sejak musim pertama Jujutsu Kaisen di mana aliansi Geto sering berkumpul dan bersantai di dalamnya.
Baca juga: Jujutsu Kaisen: Cursed Clash Hadir Februari 2024
Wilayah kekuasaan yang menjelma menjadi pulau tropis nan cerah itu memungkinkan Dagon dalam melepaskan shikigami yang dijamin berhasil mengenai korbannya.
Sewaktu pertarungannya dengan Naobito Zenin dan Nanami Kento di musim keduanya, kekuatan asli dari domain Dagon mulai diperlihatkan.",Kompas,hiburan
9,https://entertainment.kompas.com/read/2023/10/27/225539966/mengapa-boruto-dibenci-penggemar-naruto,"KOMPAS.com - Boruto Uzumaki merupakan tokoh utama yang terdapat dalam serial manga dan anime Boruto: Naruto Next Generations karya Masashi Kishimoto.
Serial Boruto menjadi kelanjutan kisah dari waralaba populer Naruto yang telah menyelesaikan seluruh alur ceritanya pada 2014 lalu.
Boruto merupakan anak pertama dari Naruto Uzumaki. Ia diceritakan sebagai sesosok anak yang nakal, suka mengganggu pekerjaan ayahnya, hingga tak menyukai pelajaran di Akademi Ninja tempat di mana ia bersekolah.
Baca juga: Sinopsis Kagurabachi, Manga Populer Baru yang Berhasil Lewati Chainsaw Man dan Boruto
Namun, tak seperti Naruto yang memiliki beribu-ribu basis penggemar setia, nyatanya hal itu berbanding terbalik dengan apa yang terjadi dengan Boruto.
Tokoh Boruto sendiri tak disukai oleh para penggemar bahkan semenjak debut pertamanya dalam film Boruto: Naruto The Movie yang tayang pada 2015 lalu.
Lantas, apa yang menyebabkan Boruto begitu tak disukai oleh para penggemar dan apa perbedaannya dengan Naruto? Berikut penjelasannya.
Masa kecil yang berbeda
Semua penggemar tahu jika Naruto Uzumaki merupakan seorang karakter yang sangat menyedihkan di masa kecilnya. Naruto dikucilkan, dibenci, hingga dijauhi oleh para warga Desa Konoha berkat sesosok Kyubi (Kurama) yang bersarang di tubuhnya.
Akan tetapi, Naruto terus memperjuangkan keinginannya dalam menjadi seorang Hokage dan mendapatkan pengakuan dari warga desa. Hal tersebut sangatlah berbeda dengan masa kecil Boruto yang telah mendapatkan citra yang baik berkat sosok ayahnya.
Baca juga: Kenapa Boruto Anak Naruto Dibenci 5 Desa Ninja?
Keadaan itu diperparah dengan kelakuan Boruto sesaat ia tengah melakukan kecurangan dalam Ujian Chunin. Boruto ketahuan menggunakan alat ilmiah yang diberikan Katasuke, yang membuatnya memiliki berbagai kemampuan kuat berkat alat ninja itu.
Kejadian itu kemudian sangat disayangkan oleh para penggemar mengingat Naruto memiliki latar belakang yang berbeda. Ia bahkan harus melewati berbagai rintangan dan jerih payah dalam mendapatkan kekuatan semasa kecilnya dahulu, tak seperti Boruto.",Kompas,hiburan
